lat,lon,time,lighting,crowd,crime,weather,risk
10.917739826905615,78.66407337499736,8,0.6831502729736342,0.8379059607230733,0.30626251699015616,0.6881211195289304,0
11.006405133914619,78.60457648504284,1,0.10539139100904127,0.8961687702399402,0.8463751625373814,0.24336376897997036,1
11.035218718288803,78.6941074915765,22,0.05818149611233159,0.5118196659553179,0.09400910021067765,0.3971239720637014,1
11.08280524697756,78.68564380182495,14,0.8449137581459688,0.4783981658658525,0.12043846663747249,0.6407118272126581,0
10.902138417863698,78.58202012876909,2,0.602018182275565,0.9208795281401452,0.04268140448455382,0.01917843536094277,0
10.91261644828788,78.65317583781852,7,0.9946230532288516,0.15741064618162925,0.7974409003282423,0.5897459336109486,1
10.969256996397032,78.58250713265802,23,0.9744881709291535,0.6027724688825847,0.9651869354745695,0.1604230242370175,1
10.957124881469369,78.66164132299411,11,0.6219768610135766,0.8594541268708265,0.19065039678661255,0.8456890352518293,0
11.047540157103107,78.62738267923883,21,0.2862398686224551,0.3418611601959385,0.9473400272176116,0.03516052553778959,1
10.926590094611967,78.61209266559163,11,0.09875196286165844,0.5031476635790153,0.04912569099693309,0.947776081746022,0
10.935099407532732,78.54289006511169,16,0.6438677461238048,0.22340974784570455,0.5471268721887248,0.7259153755197268,1
10.965451480263363,78.62208737642055,23,0.4515000967011932,0.1720267936235388,0.13293619053128058,0.7620942627258281,0
10.962192358164243,78.54433887271031,8,0.38333103279545644,0.8169316393985039,0.6820724469002274,0.21500964465379158,1
11.014510534578399,78.54610210009953,4,0.8191628575054779,0.14904654242235926,0.33011118736610323,0.5684763632572024,0
11.065743402833043,78.62773075739877,3,0.36118439900937516,0.9284509964996354,0.3898076499605808,0.10390470880952307,0
10.997852510546805,78.60513555431685,10,0.35447998127029634,0.19089474388245065,0.22296997657619666,0.47666681752667883,0
11.082137147717473,78.53780100375111,16,0.11813525232660171,0.8236463457685999,0.5864499349754346,0.8091344009731652,0
11.062304733428613,78.64281122994466,20,0.10993684825298611,0.9996086244754238,0.6090402927980694,0.8715425517819562,1
11.07625700108746,78.61550576295501,5,0.20759651659398282,0.3536550781385496,0.9075119196143834,0.36560138777025075,1
11.093649089185986,78.69515452460476,11,0.8831133772515083,0.3144289723322371,0.3632895930380605,0.2509419683759594,0
11.012846841257636,78.54932386788782,5,0.961243293488639,0.8352313678766299,0.05724807057574466,0.5677742734533179,0
11.00225623575262,78.55852599895064,22,0.1107955912779105,0.8369271855463655,0.6813163499677466,0.36913122136589716,1
11.004530086923161,78.60667244111234,11,0.9840672223960528,0.5159701665950293,0.88905511522948,0.5858571140486584,1
11.057515147751632,78.6645632396438,4,0.8007539835843884,0.1849730145497518,0.428671286855426,0.41359734478881516,0
11.095940574516138,78.53687047185872,14,0.7734588031372976,0.6563623526938663,0.8098672549906215,0.754649471373106,1
10.97578883430677,78.63153803149557,7,0.37687046264254775,0.2589894174426258,0.9796446170699833,0.6465448427401016,1
11.060888423333285,78.60829270564273,15,0.024279046891921063,0.1473456121166089,0.5783933791865192,0.5307288486376541,1
10.92445135724217,78.65210076564055,22,0.5804102686760838,0.573192206018749,0.5497428065688656,0.4991138411278383,0
11.018952747014493,78.51725746748637,19,0.05578775183521201,0.027837262899876314,0.6639336026275062,0.5095928290463264,1
